smiles,RS_as_01
C[C@@H]1CN(CCN1c2ncc(OCc3ccc(cc3F)S(=O)(=O)C)cn2)C(=O)OC(C)(C)C,0
C[C@H]1CN(CCN1c2ncc(OCc3ccc(cc3F)S(=O)(=O)C)cn2)C(=O)OC(C)(C)C,1
Cc1cc(Cl)ccc1OC2CCN(C[C@H](O)CNC(=O)C3=CNC(=O)C=C3C(F)(F)F)CC2,0
Cc1cc(Cl)ccc1OC2CCN(C[C@@H](O)CNC(=O)C3=CNC(=O)C=C3C(F)(F)F)CC2,1
CC(C)C[C@H](CO)Nc1nc(SCc2cccc(c2)C#N)nc3nc(N)sc13,0
CC(C)C[C@@H](CO)Nc1nc(SCc2cccc(c2)C#N)nc3nc(N)sc13,1
O[C@@H](CNCCc1cccc(CNCCc2ccccc2F)c1)c3ccc(O)c4NC(=O)Sc34,0
O[C@H](CNCCc1cccc(CNCCc2ccccc2F)c1)c3ccc(O)c4NC(=O)Sc34,1
C[C@@H]1CN(CCN1c2ncc(OCc3ccncc3C#N)cn2)C(=O)OC(C)(C)C#N,0
C[C@H]1CN(CCN1c2ncc(OCc3ccncc3C#N)cn2)C(=O)OC(C)(C)C#N,1
NCC[C@@H](Oc1ccc(Cl)cc1C#N)c2ccccc2,0
NCC[C@H](Oc1ccc(Cl)cc1C#N)c2ccccc2,1
Cc1c(Cl)c(ccc1OC2CCN(CC3CCN(CC3)[C@@H](Cc4ccc(F)cc4)C(=O)O)CC2)C#N,1
Cc1c(Cl)c(ccc1OC2CCN(CC3CCN(CC3)[C@H](Cc4ccc(F)cc4)C(=O)O)CC2)C#N,0
CCN(C1CCN(CC[C@H](C2CCN(CC2)S(=O)(=O)C)c3cc(Cl)cc(Cl)c3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,0
CCN(C1CCN(CC[C@@H](C2CCN(CC2)S(=O)(=O)C)c3cc(Cl)cc(Cl)c3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,1
C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc3nc(C)cnc13,0
C[C@@H](CO)Nc1nc(SCc2cccc(F)c2F)nc3nc(C)cnc13,1
COc1ccc2Sc3ccccc3N(C[C@H](C)CN(C)C)c2c1,0
COc1ccc2Sc3ccccc3N(C[C@@H](C)CN(C)C)c2c1,1
C[C@@](O)(C(=O)Nc1ccc(cc1Cl)C(=O)N2CCCCC2)C(F)(F)F,0
C[C@](O)(C(=O)Nc1ccc(cc1Cl)C(=O)N2CCCCC2)C(F)(F)F,1
O=C1O[C@]2(CN3CCC2CC3)CN1c4cccs4,0
O=C1O[C@@]2(CN3CCC2CC3)CN1c4cccs4,1
CC(O)C(C)OC(=O)[C@@H]1CC2C(Cc3cn(C(C)C)c4cccc2c34)N(C)C1,0
CC(O)C(C)OC(=O)[C@H]1CC2C(Cc3cn(C(C)C)c4cccc2c34)N(C)C1,1
Cc1c(Cl)c(Cl)ccc1OC2CCN(CC3CCN(CC3)[C@@](C)(Cc4ccc(F)cc4)C(=O)O)CC2,1
Cc1c(Cl)c(Cl)ccc1OC2CCN(CC3CCN(CC3)[C@](C)(Cc4ccc(F)cc4)C(=O)O)CC2,0
CNc1nc2nc(SCc3cccc(F)c3F)nc(N[C@H](C)CO)c2s1,0
CNc1nc2nc(SCc3cccc(F)c3F)nc(N[C@@H](C)CO)c2s1,1
CN1CCC(CC1)NC(=O)c2ccc(Oc3ccc(cc3)C#C[C@]4(O)CN5CCC4CC5)cc2,1
CN1CCC(CC1)NC(=O)c2ccc(Oc3ccc(cc3)C#C[C@@]4(O)CN5CCC4CC5)cc2,0
COc1ccc(CNCc2cccc(CCNC[C@H](O)c3ccc(O)c4NC(=O)Sc34)c2)cc1,0
COc1ccc(CNCc2cccc(CCNC[C@@H](O)c3ccc(O)c4NC(=O)Sc34)c2)cc1,1
C[C@@H](NC1=CC(=O)CCC1)c2ccc(Nc3ncc4cc(ccc4n3)c5ccncc5)cc2,0
C[C@H](NC1=CC(=O)CCC1)c2ccc(Nc3ncc4cc(ccc4n3)c5ccncc5)cc2,1
C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc3nc(N)sc13,0
C[C@@H](CO)Nc1nc(SCc2cccc(F)c2F)nc3nc(N)sc13,1
COc1cc(cc2cnc(Nc3ccc(cc3)[C@@H](C)NC(=O)C)nc12)c4ccncc4,0
COc1cc(cc2cnc(Nc3ccc(cc3)[C@H](C)NC(=O)C)nc12)c4ccncc4,1
C[C@H](Nc1nc(Nc2ncc(C)s2)cc(n1)N3CCOCC3)c4ncc(F)cn4,1
C[C@@H](Nc1nc(Nc2ncc(C)s2)cc(n1)N3CCOCC3)c4ncc(F)cn4,0
CC[C@H]1N(C2CCCC2)c3nc(Nc4ccc(cc4OC)C(=O)NC5CCN(C)CC5)ncc3N(C)C1=O,0
CC[C@@H]1N(C2CCCC2)c3nc(Nc4ccc(cc4OC)C(=O)NC5CCN(C)CC5)ncc3N(C)C1=O,1
O[C@@H](CNCCc1cccc(CNCc2ccccc2Cl)c1)c3ccc(O)c4NC(=O)Sc34,0
O[C@H](CNCCc1cccc(CNCc2ccccc2Cl)c1)c3ccc(O)c4NC(=O)Sc34,1
COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN4CCC[C@H]4CC(=O)N,1
COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN4CCC[C@@H]4CC(=O)N,0
CO[C@@H](C(=O)N1Cc2n[nH]c(NC(=O)c3ccc(cc3)N4CCN(C)CC4)c2C1)c5ccccc5,0
CO[C@H](C(=O)N1Cc2n[nH]c(NC(=O)c3ccc(cc3)N4CCN(C)CC4)c2C1)c5ccccc5,1
CCN(C1CCN(CC[C@H](N2CCN(CC2)S(=O)(=O)C)c3cc(F)cc(F)c3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,1
CCN(C1CCN(CC[C@@H](N2CCN(CC2)S(=O)(=O)C)c3cc(F)cc(F)c3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,0
COc1c(cc2ccccc2c1C(=O)N(C)C[C@@H](CCN3CCC(CC3)c4ccc(O)cc4[S+](C)[O-])c5ccc(Cl)c(Cl)c5)C#N,1
COc1c(cc2ccccc2c1C(=O)N(C)C[C@H](CCN3CCC(CC3)c4ccc(O)cc4[S+](C)[O-])c5ccc(Cl)c(Cl)c5)C#N,0
Fc1ccccc1NC(=O)N[C@H]2N=C(c3ccccc3)c4ccccc4NC2=O,1
Fc1ccccc1NC(=O)N[C@@H]2N=C(c3ccccc3)c4ccccc4NC2=O,0
CN(C)C(=O)[C@H](Cc1ccccc1)NC(=O)c2cc3sccc3[nH]2,1
CN(C)C(=O)[C@@H](Cc1ccccc1)NC(=O)c2cc3sccc3[nH]2,0
Cc1cccc(Br)c1C(=O)N[C@@H](Cc2ccc(NC(=O)c3c(Cl)cccc3Cl)cc2)C(=O)O,1
Cc1cccc(Br)c1C(=O)N[C@H](Cc2ccc(NC(=O)c3c(Cl)cccc3Cl)cc2)C(=O)O,0
C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc3nc(NS(=O)(=O)C)sc13,0
C[C@@H](CO)Nc1nc(SCc2cccc(F)c2F)nc3nc(NS(=O)(=O)C)sc13,1
C[C@H](Nc1nc(Nc2ncc(C)s2)cc(n1)N3CCN(C)CC3)c4ccc(F)cn4,1
C[C@@H](Nc1nc(Nc2ncc(C)s2)cc(n1)N3CCN(C)CC3)c4ccc(F)cn4,0
C[C@@H](NC1=CC(=O)CNC1)c2ccc(Nc3ncc4cc(ccc4n3)c5ccncc5)cc2,0
C[C@H](NC1=CC(=O)CNC1)c2ccc(Nc3ncc4cc(ccc4n3)c5ccncc5)cc2,1
O[C@H](CNC(=O)c1c[nH]nc1C2CC2)CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,0
O[C@@H](CNC(=O)c1c[nH]nc1C2CC2)CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,1
O[C@@H](CNCCc1cccc(CNCCc2ccccc2Cl)c1)c3ccc(O)c4NC(=O)Sc34,0
O[C@H](CNCCc1cccc(CNCCc2ccccc2Cl)c1)c3ccc(O)c4NC(=O)Sc34,1
Cc1nc(C)c(s1)C(=O)N[C@@H](Cc2cccc(Cl)c2)C(=O)NCC#N,1
Cc1nc(C)c(s1)C(=O)N[C@H](Cc2cccc(Cl)c2)C(=O)NCC#N,0
OC(=O)[C@H](Cc1ccc(cc1)C#N)N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2,1
OC(=O)[C@@H](Cc1ccc(cc1)C#N)N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2,0
CN([C@H](CN1CCCC1)c2ccccc2)C(=O)Cc3ccc(Cl)c(Cl)c3,1
CN([C@@H](CN1CCCC1)c2ccccc2)C(=O)Cc3ccc(Cl)c(Cl)c3,0
O[C@@H](CNCCc1cccc(CNCc2ccccc2F)c1)c3ccc(O)c4NC(=O)Sc34,0
O[C@H](CNCCc1cccc(CNCc2ccccc2F)c1)c3ccc(O)c4NC(=O)Sc34,1
CC(=O)NC[C@H]1CN(C(=O)O1)c2ccc(N3Cc4ccncc4C3)c(F)c2,1
CC(=O)NC[C@@H]1CN(C(=O)O1)c2ccc(N3Cc4ccncc4C3)c(F)c2,0
CC(C)N1CCO[C@@H](CN2CCN(CC2)C(=O)Nc3ccc(Cl)c(Cl)c3)C1,1
CC(C)N1CCO[C@H](CN2CCN(CC2)C(=O)Nc3ccc(Cl)c(Cl)c3)C1,0
OC(=O)[C@H](Cc1ccc(Cl)cc1)N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2,1
OC(=O)[C@@H](Cc1ccc(Cl)cc1)N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2,0
COc1ccc(cn1)[C@@]2(O)CC[C@H](CC2)N3CC[C@H](C3)NC(=O)CNC(=O)c4cccc(c4)C(F)(F)F,0
COc1ccc(cn1)[C@]2(O)CC[C@H](CC2)N3CC[C@H](C3)NC(=O)CNC(=O)c4cccc(c4)C(F)(F)F,1
NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)N[C@@H](CCN4CCCCC4)c5ccc(Cl)cc5,1
NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)N[C@H](CCN4CCCCC4)c5ccc(Cl)cc5,0
CC[C@H](CO)Nc1nc(NCc2ccccc2)c3ncn(C(C)C)c3n1,0
CC[C@@H](CO)Nc1nc(NCc2ccccc2)c3ncn(C(C)C)c3n1,1
CCN(CC)S(=O)(=O)c1ccc(NC(=O)[C@@](C)(O)C(F)(F)F)c(Cl)c1,0
CCN(CC)S(=O)(=O)c1ccc(NC(=O)[C@](C)(O)C(F)(F)F)c(Cl)c1,1
C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc3ncc(C)nc13,0
C[C@@H](CO)Nc1nc(SCc2cccc(F)c2F)nc3ncc(C)nc13,1
Cn1cc(cn1)c2cccc(C[C@H](NC(=O)c3cc(nn3C)C(C)(C)C)C(=O)NCC#N)c2,1
Cn1cc(cn1)c2cccc(C[C@@H](NC(=O)c3cc(nn3C)C(C)(C)C)C(=O)NCC#N)c2,0
C[C@H](Nc1ncc(F)c(Nc2cc([nH]n2)C3CC3)n1)c4ccc(F)cn4,1
C[C@@H](Nc1ncc(F)c(Nc2cc([nH]n2)C3CC3)n1)c4ccc(F)cn4,0
CCC[C@@H](CN1CCCC1)N(C)C(=O)Cc2ccc(Cl)c(Cl)c2,1
CCC[C@H](CN1CCCC1)N(C)C(=O)Cc2ccc(Cl)c(Cl)c2,0
O[C@@H](CNCCc1ccc(CNCCc2ccccn2)cc1)c3ccc(O)c4NC(=O)Sc34,0
O[C@H](CNCCc1ccc(CNCCc2ccccn2)cc1)c3ccc(O)c4NC(=O)Sc34,1
C[C@@H]1CN(CCN1c2ncc(OCc3ccc(cn3)S(=O)(=O)C)cn2)C(=O)OC(C)(C)C,0
C[C@H]1CN(CCN1c2ncc(OCc3ccc(cn3)S(=O)(=O)C)cn2)C(=O)OC(C)(C)C,1
COc1cccc(c1)[C@@H](C)NCCCc2ccccc2Cl,0
COc1cccc(c1)[C@H](C)NCCCc2ccccc2Cl,1
COc1ccc(CNC(=O)c2ccc(Oc3ccc(cc3)C#C[C@]4(O)CN5CCC4CC5)cc2)nc1,1
COc1ccc(CNC(=O)c2ccc(Oc3ccc(cc3)C#C[C@@]4(O)CN5CCC4CC5)cc2)nc1,0
O[C@@H](CNCCCSCCNCCc1cccc(Cl)c1)c2ccc(O)c3NC(=O)Sc23,0
O[C@H](CNCCCSCCNCCc1cccc(Cl)c1)c2ccc(O)c3NC(=O)Sc23,1
Cc1ccsc1C(=CCCN2CCC[C@H](C2)C(=O)O)c3sccc3C,0
Cc1ccsc1C(=CCCN2CCC[C@@H](C2)C(=O)O)c3sccc3C,1
C[C@H]1CN(Cc2cc(Cl)ccc2CC(=O)O)CCN1C(=O)Cc3ccc(Cl)cc3,1
C[C@@H]1CN(Cc2cc(Cl)ccc2CC(=O)O)CCN1C(=O)Cc3ccc(Cl)cc3,0
NC(=O)c1cnc(N[C@H]2CCCNC2)c3cc(Br)sc13,1
NC(=O)c1cnc(N[C@@H]2CCCNC2)c3cc(Br)sc13,0
NCC[C@@H](Sc1cc(Cl)ccc1C#N)c2ccccc2,0
NCC[C@H](Sc1cc(Cl)ccc1C#N)c2ccccc2,1
Clc1ccc(NC(=O)N2CCN(C[C@@H]3CCCN(CC4CC4)C3)CC2)cc1Cl,0
Clc1ccc(NC(=O)N2CCN(C[C@H]3CCCN(CC4CC4)C3)CC2)cc1Cl,1
CC[C@H](NC(=O)c1c([S+](C)[O-])c(nc2c(F)cccc12)c3ccccc3)c4ccccc4,1
CC[C@@H](NC(=O)c1c([S+](C)[O-])c(nc2c(F)cccc12)c3ccccc3)c4ccccc4,0
CCN(C1CCN(CC[C@H](c2ccc(cc2)S(=O)(=O)C)c3cccc(F)c3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,0
CCN(C1CCN(CC[C@@H](c2ccc(cc2)S(=O)(=O)C)c3cccc(F)c3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,1
COc1cc2c3N([C@H](C)c4ccccn4)C(=O)Nc3cnc2cc1c5c(C)onc5C,0
COc1cc2c3N([C@@H](C)c4ccccn4)C(=O)Nc3cnc2cc1c5c(C)onc5C,1
CC(C)(Cc1cccc(CC(=O)NCc2cccc(c2)c3ccc(O)cc3)c1)NC[C@H](O)c4ccc(O)c(NS(=O)(=O)C)c4,0
CC(C)(Cc1cccc(CC(=O)NCc2cccc(c2)c3ccc(O)cc3)c1)NC[C@@H](O)c4ccc(O)c(NS(=O)(=O)C)c4,1
Cc1cc(F)ccc1OC2CCN(CC3CCN(CC3)[C@@](C)(Cc4ccc(F)cc4)C(=O)O)CC2,1
Cc1cc(F)ccc1OC2CCN(CC3CCN(CC3)[C@](C)(Cc4ccc(F)cc4)C(=O)O)CC2,0
COCC(C)n1nc(C)c(C(=O)N[C@@H](C)C(C)(C)C)c1NS(=O)(=O)c2ccc(C)cc2,1
COCC(C)n1nc(C)c(C(=O)N[C@H](C)C(C)(C)C)c1NS(=O)(=O)c2ccc(C)cc2,0
CC1=CN([C@H]2CCCN(C2)S(=O)(=O)c3ccc(O)c(Oc4ccc(Cl)c(C)c4)c3)C(=O)NC1=O,1
CC1=CN([C@@H]2CCCN(C2)S(=O)(=O)c3ccc(O)c(Oc4ccc(Cl)c(C)c4)c3)C(=O)NC1=O,0
C[C@H](NC(=O)\C=C\c1ccccc1)c2cccc(c2)N3CCOCC3,1
C[C@@H](NC(=O)\C=C\c1ccccc1)c2cccc(c2)N3CCOCC3,0
CCN(C1CCN(CC[C@H](C2CCN(CC2)S(=O)(=O)C)c3ccccc3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,0
CCN(C1CCN(CC[C@@H](C2CCN(CC2)S(=O)(=O)C)c3ccccc3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,1
Cc1ccc(NC(=O)N2CCN(C[C@@H]3CCCN(C3)C4CC4)CC2)cc1Cl,1
Cc1ccc(NC(=O)N2CCN(C[C@H]3CCCN(C3)C4CC4)CC2)cc1Cl,0
COc1cc(Nc2ncc(C)s2)nc(N[C@@H](C)c3ncc(F)cn3)n1,1
COc1cc(Nc2ncc(C)s2)nc(N[C@H](C)c3ncc(F)cn3)n1,0
C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)Cc3cccc(Cl)c3,1
C[C@@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)Cc3cccc(Cl)c3,0
COc1cccc(OC)c1c2ccc(C[C@H](NC(=O)c3c(Cl)cccc3Cl)C(=O)O)cc2,1
COc1cccc(OC)c1c2ccc(C[C@@H](NC(=O)c3c(Cl)cccc3Cl)C(=O)O)cc2,0
C[C@H](Nc1nc(Nc2cc([nH]n2)C3CC3)cnc1C#N)c4ccc(F)cn4,1
C[C@@H](Nc1nc(Nc2cc([nH]n2)C3CC3)cnc1C#N)c4ccc(F)cn4,0
CC(=O)Nc1ccc(O)cc1OC[C@@H](O)CN2CCC3(CC2)Cc4cc(F)ccc4O3,1
CC(=O)Nc1ccc(O)cc1OC[C@H](O)CN2CCC3(CC2)Cc4cc(F)ccc4O3,0
Cc1c(Cl)ccc(OC2CCN(CC3CCN(CC3)[C@@H](Cc4ccc(F)cc4)C(=O)O)CC2)c1Cl,1
Cc1c(Cl)ccc(OC2CCN(CC3CCN(CC3)[C@H](Cc4ccc(F)cc4)C(=O)O)CC2)c1Cl,0
C[C@@H]1CN(CCN1c2ncc(OCc3ccncc3C#N)cn2)c4noc(n4)C(F)(F)F,0
C[C@H]1CN(CCN1c2ncc(OCc3ccncc3C#N)cn2)c4noc(n4)C(F)(F)F,1
C[C@H](CO)Nc1nc(SCc2ccccc2F)nc3NC(=O)Sc13,0
C[C@@H](CO)Nc1nc(SCc2ccccc2F)nc3NC(=O)Sc13,1
Clc1ccc(CNc2nc(nc3ncccc23)N4CCN(CC4)C(=O)[C@H]5CCCCN5)c(Cl)c1,0
Clc1ccc(CNc2nc(nc3ncccc23)N4CCN(CC4)C(=O)[C@@H]5CCCCN5)c(Cl)c1,1
CC(C)Oc1cccc(CC(=O)N2CCC[C@@](CC[N+]34CCC(CC3)(CC4)c5ccccc5)(C2)c6ccc(Cl)c(Cl)c6)c1,1
CC(C)Oc1cccc(CC(=O)N2CCC[C@](CC[N+]34CCC(CC3)(CC4)c5ccccc5)(C2)c6ccc(Cl)c(Cl)c6)c1,0
O[C@@H](CNCCOc1cccc(CNCCc2ccccc2F)c1)c3ccc(O)c4NC(=O)Sc34,0
O[C@H](CNCCOc1cccc(CNCCc2ccccc2F)c1)c3ccc(O)c4NC(=O)Sc34,1
CC1=CN([C@H]2CCCN(C2)S(=O)(=O)c3ccc(C(=O)O)c(Oc4ccc(Cl)c(Cl)c4)c3)C(=O)NC1=O,1
CC1=CN([C@@H]2CCCN(C2)S(=O)(=O)c3ccc(C(=O)O)c(Oc4ccc(Cl)c(Cl)c4)c3)C(=O)NC1=O,0
C[C@](O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc2ccc(C#N)c(c2)C(F)(F)F,0
C[C@@](O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc2ccc(C#N)c(c2)C(F)(F)F,1
CNc1cccc(CCCc2ccc(C[C@H](NC(=O)c3c(Cl)cccc3Cl)C(=O)O)cc2)n1,1
CNc1cccc(CCCc2ccc(C[C@@H](NC(=O)c3c(Cl)cccc3Cl)C(=O)O)cc2)n1,0
C[C@@H](NC(=O)C1CCNCC1)c2ccc(Nc3ncc4cc(ccc4n3)c5ccncc5)cc2,0
C[C@H](NC(=O)C1CCNCC1)c2ccc(Nc3ncc4cc(ccc4n3)c5ccncc5)cc2,1
CN(C)C[C@H](O)Cc1ccc(Cl)c(c1)C(=O)NCC23CC4CC(CC(C4)C2)C3,0
CN(C)C[C@@H](O)Cc1ccc(Cl)c(c1)C(=O)NCC23CC4CC(CC(C4)C2)C3,1
COc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)nc(N4CCOCC4)c2F)n[nH]1,1
COc1cc(Nc2nc(N[C@H](C)c3ncc(F)cn3)nc(N4CCOCC4)c2F)n[nH]1,0
FC(F)(F)c1ccc(NC(=O)N2CCN(C[C@@H]3CCCN(C3)C4CC4)CC2)cc1Cl,1
FC(F)(F)c1ccc(NC(=O)N2CCN(C[C@H]3CCCN(C3)C4CC4)CC2)cc1Cl,0
CN(C)CCC[C@]1(OCc2cc(ccc12)C#N)c3ccc(F)cc3,1
CN(C)CCC[C@@]1(OCc2cc(ccc12)C#N)c3ccc(F)cc3,0
CN(C)C(=O)[C@H](Cc1ccccc1)NC(=O)c2cc3ccsc3[nH]2,1
CN(C)C(=O)[C@@H](Cc1ccccc1)NC(=O)c2cc3ccsc3[nH]2,0
CC[C@H](NC(=O)c1c([S+](C)[O-])c(nc2ccccc12)c3ccccc3)c4ccccc4,1
CC[C@@H](NC(=O)c1c([S+](C)[O-])c(nc2ccccc12)c3ccccc3)c4ccccc4,0
CC(C)c1onc(n1)N2CCN([C@H](C)C2)c3ncc(OCc4ccncc4C#N)cn3,0
CC(C)c1onc(n1)N2CCN([C@@H](C)C2)c3ncc(OCc4ccncc4C#N)cn3,1
O[C@@H](CNCCCSCCOCCc1cccc2ccccc12)c3ccc(O)c4NC(=O)Sc34,0
O[C@H](CNCCCSCCOCCc1cccc2ccccc12)c3ccc(O)c4NC(=O)Sc34,1
OC12CC3CC(C1)CC(C3)(C2)NCC(=O)N4CCC[C@H]4C#N,1
OC12CC3CC(C1)CC(C3)(C2)NCC(=O)N4CCC[C@@H]4C#N,0
Fc1cc(ccc1C2=CCS(=O)(=O)CC2)N3C[C@H](Cn4nncc4F)OC3=O,0
Fc1cc(ccc1C2=CCS(=O)(=O)CC2)N3C[C@@H](Cn4nncc4F)OC3=O,1
CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3ccnc4ccccc34)c2C(=O)N5CC[C@@H](O)C5,0
CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3ccnc4ccccc34)c2C(=O)N5CC[C@H](O)C5,1
C[C@@](O)(C(=O)Nc1ccc(cc1Cl)S(=O)(=O)NCCN2CCOCC2)C(F)(F)F,0
C[C@](O)(C(=O)Nc1ccc(cc1Cl)S(=O)(=O)NCCN2CCOCC2)C(F)(F)F,1
CC(=O)N[C@@H]1CC2(CCN(Cc3ccc4[nH]c5ccccc5c4c3)CC2)c6ccccc16,0
CC(=O)N[C@H]1CC2(CCN(Cc3ccc4[nH]c5ccccc5c4c3)CC2)c6ccccc16,1
CC(C)(C)C(=O)N[C@H]1CCCCNC1=O,1
CC(C)(C)C(=O)N[C@@H]1CCCCNC1=O,0
C[C@H](NC(=O)c1c(C)nn(C2CCCCC2)c1NS(=O)(=O)c3ccc(C)cc3)C(C)(C)C,1
C[C@@H](NC(=O)c1c(C)nn(C2CCCCC2)c1NS(=O)(=O)c3ccc(C)cc3)C(C)(C)C,0
CC(C)N1CCC[C@H](CN2C(=Nc3ccc(Oc4ccc(F)cc4)cc3C2=O)C)C1,1
CC(C)N1CCC[C@@H](CN2C(=Nc3ccc(Oc4ccc(F)cc4)cc3C2=O)C)C1,0
CN(C)C(=O)[C@H](Cc1ccccc1)NC(=O)c2cc3ccccc3[nH]2,1
CN(C)C(=O)[C@@H](Cc1ccccc1)NC(=O)c2cc3ccccc3[nH]2,0
C[C@H](Nc1cncc(Nc2ncc(C)s2)n1)c3ncc(F)cn3,1
C[C@@H](Nc1cncc(Nc2ncc(C)s2)n1)c3ncc(F)cn3,0
CCOc1ccccc1CNCc2cccc(CCNC[C@H](O)c3ccc(O)c4NC(=O)Sc34)c2,0
CCOc1ccccc1CNCc2cccc(CCNC[C@@H](O)c3ccc(O)c4NC(=O)Sc34)c2,1
COc1cc(Nc2nc3c(cc2F)ncn3[C@@H](CO)c4ccc(F)cn4)n[nH]1,0
COc1cc(Nc2nc3c(cc2F)ncn3[C@H](CO)c4ccc(F)cn4)n[nH]1,1
OC(=O)[C@H](Cc1ccc(cc1)N2CCN(CC2)c3ccccc3)NC(=O)c4c(Cl)cccc4Cl,1
OC(=O)[C@@H](Cc1ccc(cc1)N2CCN(CC2)c3ccccc3)NC(=O)c4c(Cl)cccc4Cl,0
O[C@@H](CNCCOCCCNCCc1cccc(Cl)c1)c2ccc(O)c3NC(=O)Sc23,0
O[C@H](CNCCOCCCNCCc1cccc(Cl)c1)c2ccc(O)c3NC(=O)Sc23,1
CC[C@H](C)O,1
CC[C@@H](C)O,0
CC[C@H](C(C)C)O,0
CC[C@@H](C(C)C)O,1
CC[C@@H](C)CO,0
CC[C@H](C)CO,1
CC[C@H](C)n1c(=O)c(c([nH]c1=O)C)Br,1
CC[C@@H](C)n1c(=O)c(c([nH]c1=O)C)Br,0
CCC[C@H](CC)O,1
CCC[C@@H](CC)O,0
[C@@H](C(F)(F)F)(OC(F)F)Cl,0
[C@H](C(F)(F)F)(OC(F)F)Cl,1
[C@@H](C(F)(F)F)(F)Br,0
[C@H](C(F)(F)F)(F)Br,1
CC[C@H](C)O[N+](=O)[O-],1
CC[C@@H](C)O[N+](=O)[O-],0
CC[C@@H](C)C(C)C,0
CC[C@H](C)C(C)C,1
C[C@H](CC(C)C)O,0
C[C@@H](CC(C)C)O,1
C[C@H]1CCCO1,1
C[C@@H]1CCCO1,0
C[C@@H](CO[N+](=O)[O-])O[N+](=O)[O-],1
C[C@H](CO[N+](=O)[O-])O[N+](=O)[O-],0
COP(=O)([C@H](C(Cl)(Cl)Cl)O)OC,0
COP(=O)([C@@H](C(Cl)(Cl)Cl)O)OC,1
CC[C@H](C)Cl,1
CC[C@@H](C)Cl,0
C[C@@H](c1cccc(c1)C(=O)c2ccccc2)C(=O)O,1
C[C@H](c1cccc(c1)C(=O)c2ccccc2)C(=O)O,0
C[C@@H](c1ccc(c(c1)F)c2ccccc2)C(=O)O,1
C[C@H](c1ccc(c(c1)F)c2ccccc2)C(=O)O,0
CCOP(=S)(OCC)S[C@@H](CCl)N1C(=O)c2ccccc2C1=O,1
CCOP(=S)(OCC)S[C@H](CCl)N1C(=O)c2ccccc2C1=O,0
C[C@@H](CCl)Cl,1
C[C@H](CCl)Cl,0
CC(=CCC[C@](C)(C=C)OC(=O)C)C,0
CC(=CCC[C@@](C)(C=C)OC(=O)C)C,1
C[C@@H](CCO[N+](=O)[O-])O[N+](=O)[O-],1
C[C@H](CCO[N+](=O)[O-])O[N+](=O)[O-],0
[C@@H](C(F)(F)F)(Cl)Br,0
[C@H](C(F)(F)F)(Cl)Br,1
CCC[C@H](C)CC,0
CCC[C@@H](C)CC,1
c1ccc(cc1)O[C@@H](C(F)F)F,0
c1ccc(cc1)O[C@H](C(F)F)F,1
CC[C@H](C)c1ccccc1,1
CC[C@@H](C)c1ccccc1,0
CC[C@@H](C)c1cc(cc(c1O)[N+](=O)[O-])[N+](=O)[O-],0
CC[C@H](C)c1cc(cc(c1O)[N+](=O)[O-])[N+](=O)[O-],1
C[C@@H](c1ccc2cc(ccc2c1)OC)C(=O)O,1
C[C@H](c1ccc2cc(ccc2c1)OC)C(=O)O,0
C[C@@H](C(F)(F)F)O,1
C[C@H](C(F)(F)F)O,0
CC1=CC(=O)[C@@H](CC1)C(C)C,1
CC1=CC(=O)[C@H](CC1)C(C)C,0
CCC[C@@H](C)O,0
CCC[C@H](C)O,1
CCCC[C@@H](C)CC,1
CCCC[C@H](C)CC,0
